,premise,hypothesis,label
9562,그리고 나는 그것이 정말로 따뜻해지기 전에 5월까지 계속되었다는 것을 기억한다,나는 그것이 5월에 따뜻해지기 시작했다는 것을 기억한다.,entailment
301473,그리고 나는 그것이 정말로 따뜻해지기 전에 5월까지 계속되었다는 것을 기억한다,4월에는 결코 따뜻해지지 않는다.,neutral
384341,그리고 나는 그것이 정말로 따뜻해지기 전에 5월까지 계속되었다는 것을 기억한다,나는 그것이 8월까지 따뜻해지지 않았다는 것을 기억한다.,contradiction
137273,마지막 남은 사람은 보크였다,보크는 떠나기 전에 조금 더 버티었다.,neutral
167988,마지막 남은 사람은 보크였다,보크는 처음으로 뛰어내린 남자였다.,contradiction
196969,마지막 남은 사람은 보크였다,마지막으로 떠난 사람은 보크였다.,entailment
139854,그것은 현행법에 의해 확립된 프로그램의 지속가능성을 평가하는 것과 관련이 있다,특정 조치는 기존 프로그램의 지속가능성을 평가하는 데 사용될 수 있다.,entailment
191771,그것은 현행법에 의해 확립된 프로그램의 지속가능성을 평가하는 것과 관련이 있다,법에 의해 확립된 프로그램의 지속가능성을 평가하는 것은 불가능하다.,contradiction
319060,그것은 현행법에 의해 확립된 프로그램의 지속가능성을 평가하는 것과 관련이 있다,순 지출은 프로그램의 지속가능성을 평가하는 것과 관련된 한 가지 조치다.,neutral
81661,나는 고개를 끄덕였다 실험실의 모습이 아직도 생생했다,나는 그 실험실을 전혀 기억하지 못한다,contradiction
292366,나는 고개를 끄덕였다 실험실의 모습이 아직도 생생했다,실험실의 에어컨이 고장났다,neutral
382640,나는 고개를 끄덕였다 실험실의 모습이 아직도 생생했다,나는 연구실의 이미지를 분명히 기억한다,entailment
120152,이스라엘에는 주요 동물원이 없습니다,이스라엘에는 많은 수의 주요 동물원이 있다.,contradiction
177758,이스라엘에는 주요 동물원이 없습니다,이스라엘은 어떤 주요 동물원의 본거지도 아니다.,entailment
324203,이스라엘에는 주요 동물원이 없습니다,"비록 주요 동물원이 부족하지만, 이스라엘은 몇 개의 작은 동물원을 가지고 있다.",neutral
19039,나는 전화를 받는 것이 싫어서 사무실에서 빨리 이메일을 받고 싶었다,나는 사무실이 내 이메일을 다시 작동시키기를 2주 동안 기다렸다.,neutral
170943,나는 전화를 받는 것이 싫어서 사무실에서 빨리 이메일을 받고 싶었다,"이메일은 나에게 너무 비인격적이어서, 나는 차라리 누군가와 통화하고 싶다.",contradiction
260299,나는 전화를 받는 것이 싫어서 사무실에서 빨리 이메일을 받고 싶었다,"나는 전화 통화가 싫어, 차라리 이메일을 보내는 게 낫겠어.",entailment
13730,응 너무 많은 게 있는 지경에 이르고 있어,너무 작아지고 있어요.,contradiction
53695,응 너무 많은 게 있는 지경에 이르고 있어,너무 많아지고 있어요.,entailment
100639,응 너무 많은 게 있는 지경에 이르고 있어,감당하기에는 너무 많은 뉴스가 되고 있다.,neutral
23605,존은 평생 가장 힘든 결정을 내렸다,그것은 존이 내린 결정 중 가장 어려운 결정 중 하나였다.,entailment
201165,존은 평생 가장 힘든 결정을 내렸다,존은 직장을 그만둬야 한다는 것을 알고 있었고 그것은 쉽지 않을 것이다.,neutral
324678,존은 평생 가장 힘든 결정을 내렸다,그것은 존이 하기 쉬운 결정이었다.,contradiction
46547,투로의 책은 크리스마스를 앞두고 국경과 정치 산문에서 3일 만에 도착했다,투로의 책은 크리스마스가 지나서야 도착했다.,contradiction
229120,투로의 책은 크리스마스를 앞두고 국경과 정치 산문에서 3일 만에 도착했다,선물이었기 때문에 책이 미리 도착한 것은 다행이었다.,neutral
232826,투로의 책은 크리스마스를 앞두고 국경과 정치 산문에서 3일 만에 도착했다,투로의 책은 크리스마스 전에 나왔다.,entailment
173400,그 책에 대한 당신의 반응이 기대됩니다,나는 그 범죄 소설에 대한 너의 반응을 보기를 고대하고 있다.,neutral
255532,그 책에 대한 당신의 반응이 기대됩니다,나는 네가 그 책에 반응하는 것을 보고 싶다.,entailment
260238,그 책에 대한 당신의 반응이 기대됩니다,너는 그 책에 반응하는 것이 재미있어 보였다.,contradiction
52664,일어서는 마지막 수감자가 이긴다,이것은 감옥에서 하는 일반적인 게임이다.,neutral
217527,일어서는 마지막 수감자가 이긴다,승자는 가장 빨리 뛰어오르는 사람이다.,contradiction
270316,일어서는 마지막 수감자가 이긴다,그들의 발을 디딜 수 있는 마지막 죄수가 승리자다.,entailment
313565,이에 아랍연맹 회원국들은 팔레스타인 아랍인들을 돕기 위해 군대를 파견했다,아랍 연맹의 주들은 팔레스타인 아랍인들에게 군대를 보냈다.,entailment
315878,이에 아랍연맹 회원국들은 팔레스타인 아랍인들을 돕기 위해 군대를 파견했다,아랍연맹은 팔레스타인 아랍인들에게 군대와 탄약을 보냈다.,neutral
344040,이에 아랍연맹 회원국들은 팔레스타인 아랍인들을 돕기 위해 군대를 파견했다,영국은 팔레스타인 아랍인들에게 식량을 보냈다.,contradiction
197087,라망가에는 30개 이상의 법원이 있는데 그 중 많은 법원이 호텔에 있다,라망가에는 약 20개의 법정이 있다.,contradiction
343306,라망가에는 30개 이상의 법원이 있는데 그 중 많은 법원이 호텔에 있다,법정은 일반에게 공개된다.,neutral
351020,라망가에는 30개 이상의 법원이 있는데 그 중 많은 법원이 호텔에 있다,많은 법원들이 호텔에 있다.,entailment
215792,이 문제들에 대해 당신과 토론하게 되어 기뻤습니다,나는 너와 이야기하는 것을 좋아하지 않아.,contradiction
296428,이 문제들에 대해 당신과 토론하게 되어 기뻤습니다,나는 너와 이야기하는 것을 좋아했다.,entailment
369249,이 문제들에 대해 당신과 토론하게 되어 기뻤습니다,나는 누구보다 너와 이것에 대해 이야기하는 것을 좋아했다.,neutral
132302,좁은 계곡에 둥지를 틀고 있는 이 마을은 에게 해에서 가장 예쁜 마을 중 하나이다,그 마을은 어디를 봐야 할지 모르게 보기 어렵다.,neutral
275955,좁은 계곡에 둥지를 틀고 있는 이 마을은 에게 해에서 가장 예쁜 마을 중 하나이다,에게 해에는 예쁜 마을이 없다.,contradiction
383579,좁은 계곡에 둥지를 틀고 있는 이 마을은 에게 해에서 가장 예쁜 마을 중 하나이다,이 에게 마을은 계곡에 있다.,entailment
116599,모하메드 알리는 그의 새로운 영역에 대한 비전을 가지고 있었다,모하메드 알리는 그의 경력에 대한 계획이 있었다.,entailment
138551,모하메드 알리는 그의 새로운 영역에 대한 비전을 가지고 있었다,모하메드 알리는 바지 옆자리로 날아갔다.,contradiction
170117,모하메드 알리는 그의 새로운 영역에 대한 비전을 가지고 있었다,모하메드 알리는 그의 분야에서 최고가 되고 싶었다.,neutral
42478,우리는 차이점이 있다는 것을 인식하고 있다,우리는 그 둘의 차이점을 알아차리기 시작하고 있다.,entailment
125352,우리는 차이점이 있다는 것을 인식하고 있다,우리는 어떤 차이에도 무지하다.,contradiction
257911,우리는 차이점이 있다는 것을 인식하고 있다,우리는 차이점이 있다는 것을 주목했다.,neutral
1755,애틀랜타 법률 지원은 애틀랜타 5개 메트로 카운티의 가난한 사람들에게 민원을 제공한다,애틀랜타에 있는 두 개 이상의 카운티에서 가난한 사람들은 애틀랜타 법률 지원으로부터 도움을 받는다.,entailment
52044,애틀랜타 법률 지원은 애틀랜타 5개 메트로 카운티의 가난한 사람들에게 민원을 제공한다,애틀랜타 법률 원조는 가난한 사람을 돕는 것을 거부한다.,contradiction
318462,애틀랜타 법률 지원은 애틀랜타 5개 메트로 카운티의 가난한 사람들에게 민원을 제공한다,애틀랜타 법률 지원은 빈곤층 아래에 사는 사람들에게 이러한 서비스를 무료로 제공한다.,neutral
88176,보고 싶은 거야 안 보고 싶은 거야,떠나서 비디오 게임을 하고 싶으세요?,contradiction
280533,보고 싶은 거야 안 보고 싶은 거야,"가서 구경하고 싶니, 아니면 야단법석을 떨고 싶니?",neutral
380152,보고 싶은 거야 안 보고 싶은 거야,"보고 싶니, 안 보고 싶니?",entailment
151027,음흠 음흠이 깔끔하군,끔찍하군요,contradiction
295841,음흠 음흠이 깔끔하군,멋지네요,entailment
314934,음흠 음흠이 깔끔하군,"잘됐네, 가자",neutral
14014,로도어 지역에서는 로도어 호텔 뒤에 위치한 로도어 폭포를 보기 위해 우회할 가치가 있다,로도어 폭포는 로도어 호텔 근처에서 찾을 수 있다.,entailment
89358,로도어 지역에서는 로도어 호텔 뒤에 위치한 로도어 폭포를 보기 위해 우회할 가치가 있다,로도어 주변에 특별히 주목할 만한 것은 없다.,contradiction
315942,로도어 지역에서는 로도어 호텔 뒤에 위치한 로도어 폭포를 보기 위해 우회할 가치가 있다,로도어 폭포로 가지 않고는 로도어를 방문할 수 없다.,neutral
130199,30는 무엇보다도 교육에 대한 그의 지지를 인용한다,30%는 그 중에서도 교육에 대한 그의 지지를 인용한다.,entailment
176774,30는 무엇보다도 교육에 대한 그의 지지를 인용한다,30%는 교육에 대한 그의 지지가 그를 지지하게 만들었다고 인용한다.,neutral
231138,30는 무엇보다도 교육에 대한 그의 지지를 인용한다,40%는 그 중에서도 교육에 대한 그의 지지를 인용한다.,contradiction
19741,그래서 우리는 매우 운이 좋았다,우리는 결코 운이 좋지도 운이 좋지도 않다.,contradiction
259557,그래서 우리는 매우 운이 좋았다,"그래서, 우리는 매우 운이 좋았던가, 그렇지 않았는가?",entailment
368286,그래서 우리는 매우 운이 좋았다,우리는 그 당시 누군가가 우리를 도와준 것에 대해 매우 운이 좋았다.,neutral
95556,최소 보고는,최대 보고는 제외됩니다,contradiction
178586,최소 보고는,최소 보고는,entailment
38090,링컨은 경찰 중 한 명에게 손짓을 했다,링컨은 경찰에게 손을 흔들며 오라고 말했다.,neutral
107708,링컨은 경찰 중 한 명에게 손짓을 했다,링컨은 경찰에게 손을 흔들었다.,entailment
325037,링컨은 경찰 중 한 명에게 손짓을 했다,링컨은 움직이지 않았다.,contradiction
34945,당신과 당신의 동료들은 아무에게도 아무 말도 하지 않는 것에 대한 당신의 침묵을 재고해야 한다,아무에게도 아무 말도 하지 않는 것을 다시 생각해야 한다.,entailment
77853,당신과 당신의 동료들은 아무에게도 아무 말도 하지 않는 것에 대한 당신의 침묵을 재고해야 한다,너와 네 동료들은 물러서서 여기서 나가야 해.,contradiction
270057,당신과 당신의 동료들은 아무에게도 아무 말도 하지 않는 것에 대한 당신의 침묵을 재고해야 한다,당신과 당신의 동료들은 그들에게 살인에 대해 말하는 것을 재고해야 한다.,neutral
148946,너는 그 20개를 줄여야 한다,넌 그 스무명을 쓰러뜨려야 해.,entailment
154945,너는 그 20개를 줄여야 한다,너는 도끼로 그 스무 그루의 나무를 베어야 한다.,neutral
